Job_title,Company_name,Skills,Experience,Location
Deputy Manager - B2C Underwriting,Bajaj Finserv Ltd.,"Forecasting,Underwriting,Logistics,B2C,Management,Logistic regression,Testing tools,Data analysis",1-3 Yrs,Ludhiana
Deputy Manager - B2C Underwriting,Bajaj Finserv Ltd.,"Analysis,Management,Analytical,Logistic regression,Data analysis,Testing tools,Monitoring,Tools",1-3 Yrs,Kolhapur
Advisory-Management-P Data Scientist,KPMG,"Data Visualization,Machine,Data,Solution delivery,Deployment,Science,Analytics,Statistics",2-5 Yrs,Gurgaon/Gurugram
Junior Data Scientist,Adidas,"data modeling,data analytics,machine learning,brand,analysis,data,administration,brand marketing",1-6 Yrs,"Gurgaon/Gurugram, United States (USA), Bulgaria"
Data Scientist,Agile Airport Services,"machine learning,python,processing,deep learning,data,programming,computer,machine",2-6 Yrs,Gurgaon/Gurugram
Deputy Manager - B2C Underwriting Rural,Bajaj Finserv Ltd.,"Analysis,Analytics,Analytical,Coding,Logistic regression,Data,B2C,Software testing",1-3 Yrs,Kanpur
Data Scientist - Machine Learning,Rpa Infotech,"analysis,natural language processing,computer,operations,computer science,sql,data science,social networking",2-7 Yrs,Gurgaon/Gurugram
Junior Data Scientist,Adidas,"media,analytical,analytics,process,computer science,econometrics,data analysis,data",1-3 Yrs,Gurgaon/Gurugram
Data Scientist (Manager I) Fraud & Credit Risk - Decision Science,Fiserv,"Credit,Analytical,Analytics,Decision Sciences,Monitoring,Financial modelling,Python,Modeling",10-12 Yrs,Thane
Data Scientist I ( SE - 1 ),Yatra.com,"distribution,system design,data,drives,gcp,program,distribution system,nosql",1-5 Yrs,New Delhi
Senior Data Scientist / Senior ML Engineer,Agile Airport Services,"gcp,machine learning,data analytics,programming,python,data,science,coding",2-8 Yrs,Gurgaon/Gurugram
Data Scientist,Ford,"Programming,Analytical,Data Science,Agile,Program,Mechanical,Data,Python",4-6 Yrs,Chennai
Manager- ML Ops,Adidas,"microstrategy,machine learning,sql,automation,agile,python,computer science,ml",4-9 Yrs,Gurgaon/Gurugram
Data Scientist,Xebia Academy Global,"machine learning,forecasting,source,python,automotive,data,continuous improvement,logistic regression",8-10 Yrs,Remote
Agile Coach,Xebia Academy Global,"open source,text mining,agile coaching,data mining,open,machine,forecasting,logistic regression",8-10 Yrs,Remote
Agile (SAFe) Coach,Xebia Academy Global,"python,automotive,source,data mining,open,machine,coaching,data",8-10 Yrs,Remote
Senior Manager,EXL,"Big Data,Senior,Linux,Marketing analytics,Data collection,JIRA,GIT,Marketing",5-10 Yrs,Gurgaon/Gurugram
Principal Data Scientist,Bharatpe,"forecasting,nosql,machine learning,financial services,analysis,consulting,machine,mysql",5-8 Yrs,Gurgaon/Gurugram
Data Scientist,Orange Business Services,"Information technology,Computer,Intelligence,Operations management,Technology,Automation,Machine,SQL",8-10 Yrs,Gurgaon/Gurugram
Intern,Tower Research Capital,"design development,bash,development,linux,computer science,wellness,neural networks,training",0-1 Yrs,Gurgaon/Gurugram
Data Scientist,Capital Placement Services,"research,forecasting,predictive modeling,sql,operations research,machine learning,python,computer science",2-7 Yrs,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru"
Data Scientist,BMC Software,"CRM,Python,Salesforce,Microstrategy,Monitoring,Science,Data Science,Agile",3-5 Yrs,Pune
Data Scientist,BMC Software,"Agile,Data Science,Science,Monitoring,JIRA,Microstrategy,Data,SQL",3-8 Yrs,Pune
"Senior Principal, Data Scientist",BNY Mellon,"senior,data science,finance,science,leadership,data,strategic leadership,financial services",12-14 Yrs,Pune
Data Scientist,Megma Services,"Data science,Data mining,Science,Data analysis,Data,Analysis,Data Solutions",1-4 Yrs,"Mumbai, Bangalore/Bengaluru"
Data Scientist - Aditya Birla Housing Finance Ltd,Aditya Birla Housing Finance,"Data Science,Python,Machine,Science,Machine learning,Housing,Data,Finance",3-8 Yrs,"Thane, Maharashtra, Mumbai (All Areas)"
Manager / Sr Manager - Data Scientist - Life Insurance,Awish People,"Data Science,Machine,Management,Data,Regression Modeling,Life insurance,Science,Regression",3-8 Yrs,Mumbai (All Areas)
Sr. Data Scientist,Vantageiq Technologies Opc,"Machine Learning,Statistics,Data Science,Advanced Analytics,Credit Risk,Python,Modeling,Risk",6-8 Yrs,"Chennai, Bangalore/Bengaluru"
Data Scientist,Wesource Business Solutions,"data analysis,data science,data mining,statistical modeling,machine learning,Natural language processing,Machine,Python",3-5 Yrs,Hybrid - Bangalore/Bengaluru(Kalyan nagar)
Data Scientist II,Glance,"Linux,Open,Source,Processing,Analytical,Open source,Data,Process",3-8 Yrs,Bangalore/Bengaluru
Lead Data Scientist,Lowes Services India Private limited,"Capacity planning,Supply chain,Capacity,Analytical,Analytics,SQL,Data,Teradata",6-8 Yrs,Bangalore/Bengaluru
Data Scientist,Digit Insurance,"python,Deep Learning,Computer vision,Natural language processing,Opencv,Computer,Data,Processing",3-8 Yrs,Bangalore/Bengaluru
Data Scientist,Sagality India,"Pyspark,python,NLP,data science,artificial intelligence,Natural language processing,R,Data",7-10 Yrs,Bangalore/Bengaluru
Data Scientist / Decision Scientist,Maruti Suzuki,"python,cloud,programming,data science,telematics,automotive,computation,science",2-6 Yrs,Bangalore/Bengaluru
Lead Data Scientist- 4 Openings,R Systems International,"python,Hive,Teradata SQL,Spark,Data,SQL,SAS,SPSS",7-12 Yrs,"Temp. WFH - Noida, Uttar Pradesh"
Hiring For Senior Data Scientist,Infogain,"coding,spark,aws,Machine Learning,Python,Senior,Hadoop,Data",8-12 Yrs,Remote
Data Scientist Requirement/ Data Analytics / Data Science/core concept,M/S Hirelab,"Data Science,Data Analytics,Core,Forecasting,Tensorflow,Blogs,Processing,Pytorch",3-5 Yrs,"Gurgaon/ Gurugram, Haryana"
Data Scientist,Alp Consulting,"Process,Analytical,Data mining,Management,Analytics,Business process,Project management,Data collection",3-7 Yrs,"Hubli, Mangaluru/Mangalore, Mysore/Mysuru, Bangalore/Bengaluru, Belagavi/Belgaum"
Data Scientist,Quest Alliance,"forecasting,science,e-learning,primary research,continuous improvement,machine learning,analysis,automation",8-10 Yrs,Bangalore/Bengaluru
Data Scientist,AMERICAN EXPRESS GLOBAL BUSINESS TRAVEL,"Data Scientist,Aws Sagemaker,machine learning,Python,communication skills,Data,Machine,AWS",2-5 Yrs,Remote
Data Scientist and Senior Data Scientist,3i Infotech,"Data Science,Data Scientist,Python,Data analytics,Science,Senior,Analytics,Data",5-10 Yrs,Chennai
Junior Data Scientist,Mareana,"Analysis,Supply,Troubleshooting,Data,Machine,Supply chain,Machine learning,Linux",0-2 Yrs,Bangalore/Bengaluru
Senior Data Scientist,Grid Dynamics,"Analytics,Azure Databricks,Gurobi,Deep Learning,Factory,Azure Data Factory,Devops,Demand forecasting",6-9 Yrs,Hyderabad/Secunderabad
Data Architect/LDS,Cyient,"Analysis,Healthcare,Data,Architecture,Machine,SQL,Machine learning,Semiconductor",10-15 Yrs,Hyderabad/Secunderabad
Senior Data Scientist(Associate Director),TRH Consultancy Services,"Data Scientist,Direct,Azure Databricks,Pandas,Senior,Data,Tensorflow,Machine learning",10-20 Yrs,"Noida, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore"
Python and ML Trainer,Thescholar,"Linux,Machine,Django,Control,GIT,Training,Supervision,Machine learning",3-8 Yrs,"Hyderabad/Secunderabad, New Delhi, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru"
Sr. Data Scientist,Godswill Management Consultants,"model building,Statistics,Logistics,Statistical modeling,Logistic regression,Modeling,Advanced Analytics,Xgboost",4-8 Yrs,"Hyderabad/Secunderabad, Pune, Maharashtra, Bangalore/Bengaluru"
Data Scientist,Innominds Software,"Cloud,Python,Data,Machine learning,Deep Learning,Artificial Intelligence,Intelligence,Machine",7-12 Yrs,"Hybrid - Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru"
Senior Data Scientist,Savantys Solutions,"saas,data,deep learning,networking,forecasting,pharmaceutical,senior,healthcare",5-10 Yrs,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru"
Data Scientist,Unity Engineering,"Python Programming,Machine,Python,Cnn,Pytorch,Program,Rnn,Tensorflow",2-4 Yrs,"Noida, Mumbai, Bangalore/Bengaluru, Gujarat"
"AVP / Sr . Manager , Data Scientist",New Era India,"financial services,productivity,talent management,productivity improvement,collection framework,networking,management,underwriting",2-5 Yrs,"Mumbai, Bangalore/Bengaluru"
Sr Data Scientist,AxionConnect,"Credit,Modeling,SR,Development,SAS,Risk Modeling,Design,Design development",3-8 Yrs,"Varanasi/Benaras, Mumbai, Bangalore/Bengaluru"
Data Scientist,TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON,"information management,management,data,data analysis,finance,analysis,technology,html",2-7 Yrs,"Mumbai, Jamshedpur, Bangalore/Bengaluru"
Data Scientist,Netcore Cloud,"machine learning,python,mysql,data,analytics,business analytics,machine,c++",3-7 Yrs,"Mumbai, Bangalore/Bengaluru"
Data Scientist,Megma Services,"Data science,Data mining,Analysis,Data,Data analysis,Science,Data Visualization,Visualization",1-4 Yrs,"Mumbai, Bangalore/Bengaluru"
Data Science - Expert,Colgate-Palmolive (India),"Analysis,Analytics,Operations,Data,Consulting,SQL,Information technology,Modeling",2-6 Yrs,Mumbai
Data Science/AI Developer,Alp Consulting,"Analytics,Science,MATLAB,Program,Data,Machine learning,Advanced Analytics,Data Visualization",2-5 Yrs,Mumbai
Data Scientist - Phd only,Anurag Electronic Gujarat,"Natural Language Processing,Phd,Deep Learning,Science,Data Science,Data,Processing,Languages",0-2 Yrs,Mumbai
Senior Data Scientist,Icon Plc,"Research,Senior,Site,MS Office,Selection,Clinical,Analytics,SQL",6-10 Yrs,Bangalore/Bengaluru
Lead Data Scientist (US Healthcare),Premier Consultants,"Data Science,US healthcare,Big Data,Machine learning,Data,Deep Learning,Machine,Healthcare",3-8 Yrs,Remote
Job Opportunity - Data Scientist (Chennai/Bangalore/Kochi),Ignitho,"Aws Sagemaker,Data,Machine,Machine learning,Python,SQL,AWS",4-9 Yrs,"Kochi/ Cochin, Kerala, Chennai, Tamil Nadu, Bangalore/Bengaluru"
Associate Data Scientist,Shell,"Python,Analytics,Data,SQL,Data analytics,Science,Power Bi,Spotfire",2-6 Yrs,"Chennai, Bangalore/Bengaluru"
Data Science Team Lead,Shell,"Data science,Intelligence,Machine learning,Science,Data,Deep Learning,Artificial Intelligence,Machine",10-14 Yrs,"Chennai, Bangalore/Bengaluru"
Data Science Manager - Machine Learning/Predictive Modeling,HyrEzy Talent Solution,"Data Science,Neural networks,Development,Product development,Data,Networking,Machine,Machine learning",5-8 Yrs,Bangalore/Bengaluru
Senior Data Scientist,Legalzoom,"Data modeling,Data,SQL,Intellectual property,Science,Web technologies,Analytics,Senior",3-8 Yrs,Bangalore/Bengaluru
Senior Data Scientist- Azure ML,Shell,"Azure,Networking,Bayesian,GIT,Azure Devops,CI/Cd,Azure Machine Learning,Python",7-11 Yrs,Bangalore/Bengaluru
AI Researcher - modelling,Shell,"artificial intelligence,Microsoft,Bayesian,Pytorch,Microsoft Azure,Deep Learning,Research,Intelligence",5-7 Yrs,Bangalore/Bengaluru
Senior Staff AI and Data Science Researcher/Team lead,Dolby,"Team leading,Licensing,Data,Artificial Intelligence,Process,Image processing,Gaming,Science",4-9 Yrs,Bangalore/Bengaluru
Sr Data Scientist,Reltio,"Data mining,SR,Process,Data management,SQL,Analysis,Data,Management",5-10 Yrs,Bangalore/Bengaluru
Data Scientist,Data Collection Infotech,"Analysis,Trend analysis,Data,Trend,Finance,Predictive modeling,Quantitative analysis,Research",2-5 Yrs,Bangalore/Bengaluru
NLP / Data Scientist,Press Ganey,"Improvement,Performance,Development,Agile,Healthcare,TDD,Data,Open",2-7 Yrs,Bangalore/Bengaluru
Principal Data Scientist,Hilabs,"Python,Quality,Machine learning,Data analysis,Analysis,Analytical,Prototype,Data",7-10 Yrs,Bangalore/Bengaluru
Lead Data Scientist (Diversity Role),Emploi Consultancy,"Python,Data,Machine,SQL,Machine learning,Science,Data Science",5-10 Yrs,Bangalore/Bengaluru
Research Scientist - Machine Learning Development - Java/C++/Python/R,Career Maker,"Java,Predictive modeling,Perl,C++,Data mining,Learning Management,Data modeling,Data management",5-10 Yrs,Bangalore/Bengaluru
Senior Manager/Operations Research Scientist-MachineLearning/Algorithm,Career Maker,"Machine Learning,Management,Algorithms,Senior,Research,Operations research,Operations management,R",5-10 Yrs,Bangalore/Bengaluru
Research Scientist - Machine Learning / Artificial Intelligence,Career Maker,"Machine Learning,Machine,Python,Processing,Artificial Intelligence,Data,Java,Signal processing",3-8 Yrs,Bangalore/Bengaluru
Senior Data Scientist & Team Manager - Statistical Modeling - R/Python,AVE-Promagne Business Solutions,"Python,Senior,Statistical modeling,R,Data Science,Data management,SQL,Data",6-11 Yrs,"Chennai, Bangalore/Bengaluru"
Research Scientist - NLP / Machine Learning,Career Maker,"Machine Learning,Data Science,Modeling,Research,Data,Machine,Science,Natural language processing",5-10 Yrs,Bangalore/Bengaluru
Research Scientist - Machine Learning Development,Career Maker,"Machine Learning,Java,C++,R,Data,Machine,Python,Research",5-10 Yrs,Bangalore/Bengaluru
Senior Manager/Operation Research Scientist-Machine Learning/Algorithm,Career Maker,"Machine Learning,Management,Groovy,MATLAB,Data modeling,SQL,Modeling,Python",5-10 Yrs,Bangalore/Bengaluru
Speech Scientist - Artificial Intelligence/Machine Learning,Career Maker,"Machine Learning,Vision,Speech,Data structures,Intelligence,Biometrics,Process,Computer vision",3-8 Yrs,Bangalore/Bengaluru
Senior Data Scientist - Oil & Gas / Manufacturing Industries,Wellspring Consultancy,"Data science,Gas,Intelligence,Machine,Data,Artificial Intelligence,Oil,Root cause",10-15 Yrs,Bangalore/Bengaluru
Data Scientist,Viable Search Consultants,"Logistic Regression,Machine Learning,Fraud Analytics,Financial Analytics,Python,Statistics,Logistics,Modeling",3-5 Yrs,"Hybrid - Chennai, Tamil Nadu, Bangalore/Bengaluru"
Data Scientist,NOVAC,"Python,Intelligence,Machine,Artificial Intelligence,Aiml,Bigquery,Azure Machine Learning,GCP",3-8 Yrs,"Chennai, Bangalore/Bengaluru"
Marketing Data Scientist,Xoom,"Analytics,Marketing,Operations,Machine,Data,SQL,Machine learning,Operations research",1-3 Yrs,"Chennai, Bangalore/Bengaluru"
Data Scientist / Senior Data Scientist,Prolific Hr Consultants India Ltd,"Excel,Python,SQL,Senior,R,Data",4-6 Yrs,Bangalore/Bengaluru
Data Scientist,Arcadix,"Data Science,python,data mining,machine learning,artificial intelligence,Intelligence,Machine,Science",3-7 Yrs,Remote
Job | Hiring For Senior Data scientists Expert- Gurgaon,Orange Business Services,"time series,machine learning,Hiring,Machine,Process,Time,Senior,Data",4-7 Yrs,"Gurgaon/ Gurugram, Haryana, Delhi / NCR"
Hiring For Data Scientist,Infogain,"Data Science,python,Hadoop,Machine Learning,Deep Learning,Hiring,Data,Machine",4-9 Yrs,Remote
Data Scientist,Akaike Technologies,"python,git,machine learning,aws,analysis,deep learning,data mining,data visualization",0-6 Yrs,Bangalore/Bengaluru
Engineer - Data Science (DATA SCIENCE ENGINEER),Ninestars Information Technologies,"Intelligence,Data Science,Computer,Machine learning,Computer vision,Analytical,Coding,Data",0-1 Yrs,Bangalore/Bengaluru
Data Scientist,Pacific Placements &amp;amp; Consultancy,"research,data mining,programming,operations,computer science,machine,application,program",0-2 Yrs,Kolhapur
Data Scientist,Mississippi Consultants,"Tensorflow,NLP,Keras,Processing,Pytorch,AWS Sagemaker,Data,Rnn",12-19 Yrs,"Mumbai, Maharashtra, Pune, Maharashtra, Chennai, Tamil Nadu"
Data Scientist,MMGS,"Data Scientist,Azure Databricks,Deep Learning,Data,Machine,Machine learning,Azure Synapse,Azure Machine Learning",5-8 Yrs,"Hybrid - Pune, Maharashtra, Mumbai (All Areas)"
Lead Data Scientist : Marketing and Customer analytics,Skillety,"acquisition,open source,customer analytics,data analytics,sql,tools,marketing,data",8-10 Yrs,"Noida, Bhubaneswar, Pune, Bangalore/Bengaluru"
Data Scientist NLP,VM Shared Cfo  Business Partnering Services,"NLTK,Modeling,Spacy,Analyses,Data,Natural language processing,Word,fasttext",5-8 Yrs,"Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka"
Data Scientist,AffinityX,"Big data technologies such as Hadoop,Cloud Computing Platform,NoSQL,Computation,AWS,Tableau,Tools,Machine",3-5 Yrs,Remote
"Hiring Data Scientist (M.Tech / PHD ) - Product MNC, Kharadi, Pune",Peoplefy Infosolutions,"Natural Language Processing,Analysis,Languages,Processing,Deep Learning,Sentiment Analysis,Data,Process",8-13 Yrs,"Hybrid - Pune, Maharashtra"
"Hiring Data Scientist (M.Tech / PHD ) - Product MNC, Kharadi, Pune",Peoplefy Infosolutions,"Natural Language Processing,Process,Analysis,Data,Deep Learning,Hiring,Sentiment Analysis,Languages",8-13 Yrs,"Hybrid - Pune, Maharashtra"
Software Engineer - Data Scientist,Johnson Controls,"Signalling,Predictive modeling,Software,Languages,Python,Data Science,Computer,Modeling",3-7 Yrs,Pune
Senior Data Scientist,Ketto,"Data Science,Natural Language Processing,machine learning algorithms,Python,Vision,Deep Learning,Networking,Docker",3-6 Yrs,Mumbai (All Areas)
Data Scientist,Searchurcollege,"Data Visualization,Power Bi,Bi,Statistical modeling,Tableau,Analytical,Analytics,Data",1-3 Yrs,"Varanasi/Benaras, Cannanore/Kannur, Mumbai, New Delhi"
Hiring For Data Scientist,Kalpavruksh Systems,"Pandas,Python,Numpy,Data Science,Data,Science,Hiring",6-10 Yrs,"Navi Mumbai, Maharashtra"
Chief Data Science Role - Bank,Dimensions HRD Consultants,"Data Scientist,Statistics,Data Science,Data management,Data modeling,Big Data,Modeling,Science",15-20 Yrs,Mumbai
Data scientist,Mudracircle,Data scientist,0-1 Yrs,Mumbai
Junior Software Engineer - Data Science,LogiNext,"sql,management,machine learning,cloud computing,python,data,science,machine",0-1 Yrs,Mumbai
Data Scientist - Business Intelligence,Career Infosystem,"Java,Flutter,Android Studio,Android,Kotlin,Cloud,Intelligence,Business intelligence",3-8 Yrs,"Chennai, Bangalore/Bengaluru"
"Data Science, AI/ML Professional",QA InfoTech Pvt. Ltd,"Cloud,Cloud computing,Data Science,Simulation,Business solutions,Computation,Ml,Machine learning",7-12 Yrs,Bangalore/Bengaluru
Data Science - AI/ML Professional,QA InfoTech Pvt. Ltd,"Ml,MySQL,SDLC,JIRA,Data Science,Cloud computing,Analysis,SQL",8-13 Yrs,Bangalore/Bengaluru
Data Scientist II,Sixt,"Hypothesis,Data Science,Data analytics,Machine learning,Subject,Science,Data,Programming",4-6 Yrs,Bangalore/Bengaluru
Principal Engineer,Mareana,"Linux,Team building,Supply,Life sciences,Machine learning,Science,Supply chain,Machine",8-12 Yrs,Bangalore/Bengaluru
Data Scientist,Mareana,"Analysis,Data analysis,Linux,Monitoring,Data,Data mining,Process,Collections",5-7 Yrs,Bangalore/Bengaluru
Data Scientists,Rarr Technologies,"Machine,Predictive,Python,Predictive modeling,Monitoring,Data,Data mining,Machine learning",3-8 Yrs,Bangalore/Bengaluru
Senior Manager Research Scientist - Machine Learning,Career Maker,"Machine Learning,Management,Java,Data modeling,C++,R,Data,Machine",12-18 Yrs,Bangalore/Bengaluru
Senior Data Scientist,Databricks,"Documents,Document review,Customer retention,Machine,Process,SQL,Review,Senior",3-8 Yrs,Bangalore/Bengaluru
Data Science- AI/ML,Qualitest,"Cloud,Analysis,Business solutions,Data Science,Simulation,Data analysis,Data,Machine",4-7 Yrs,Bangalore/Bengaluru
Data Scientist,Skillety,"DBMS,Data Visualization,Management,Database management,Data,Data structures,GCP,Perl",12-15 Yrs,"Gurgaon/Gurugram, Bangalore/Bengaluru"
"Data Science, AI/ML Professional",Zenq,"Analysis,Artificial Intelligence,Data analysis,Data,Machine,SQL,Machine learning,Ml",5-7 Yrs,Bangalore/Bengaluru
Data Science- AI/ML,Zenq,"Analysis,Artificial Intelligence,Data analysis,Data,Machine,SQL,Aiml,Ml",8-11 Yrs,Bangalore/Bengaluru
Senior Manager/Operations Research Scientist - Machine Learning,Career Maker,"Machine Learning,Machine,MATLAB,Groovy,SQL,Management,Algorithms,Senior management",5-10 Yrs,Bangalore/Bengaluru
Senior Manager/Operations Research Scientist - Machine Learning,Career Maker,"Machine Learning,Gurobi,Senior management,MATLAB,Operations,SQL,Clojure,Algorithms",5-10 Yrs,Bangalore/Bengaluru
Senior Lead Data Scientist,FabHotels,"Computer vision,Forecasting,Machine,Cloud Services,Leadership,Senior,Analytics,Vision",6-8 Yrs,Bangalore/Bengaluru
Senior Data Scientist,Dolby,"Reporting,Regression,MySQL,Senior,Data analysis,Data Reporting,Analytical,Data",7-10 Yrs,Bangalore/Bengaluru
Data Scientist,Agilite Group Technologies,"Python,Google Analytics,NoSQL,Query,Tableau,Analytics,SQL,Data",7-12 Yrs,Remote
Speech Scientist - Artificial Intelligence/Machine Learning,Career Maker,"Machine Learning,Computer,Natural language processing,Algorithms,Biometrics,Speech,Machine,Speech Recognition",3-8 Yrs,Bangalore/Bengaluru
Senior Manager Research Scientist - Machine Learning,Career Maker,"Machine Learning,Java,Management,C++,Ruby,Machine,Groovy,Python",12-18 Yrs,Bangalore/Bengaluru
Data Scientist,Net Connect,"Analytics,Google Analytics,Data,Machine,SQL,Machine learning,Google,Object",10-15 Yrs,Bangalore/Bengaluru
Data Scientist,Sumeru Software Solutions,"Data Science,python,Data,AWS,Machine,SQL,Machine learning,Science",6-11 Yrs,Hybrid - Bangalore/Bengaluru
Senior Data Scientist (DL-NLP)- Chubb - Bangalore,Chubb,"NLP,Transformers,BERT,Deep Learning,Cnn,Natural language processing,Data,Senior",6-11 Yrs,Bangalore/Bengaluru
Lead - Data Scientist,Eicher Ve Commercial,"Analysis,C++,MATLAB,Data,SQL,Machine learning,SAS,SPSS",3-9 Yrs,Chennai
Data Scientist,Tredence,"Machine,Predictive,Python,Predictive modeling,Data mining,Data management,Machine learning,Troubleshooting",2-4 Yrs,Bangalore/Bengaluru
Principal Data Scientist / Sr. Data Scientist / Data Scientist - NLP,Benovymed Healthcare,"Machine Learning,Analysis,SR,Natural language processing,Data Science,Data modeling,Deep Learning,Numpy",0-5 Yrs,"Noida, Gurgaon/Gurugram, Delhi / NCR"
Principal Data Scientist/Senior Data Scientist/Data Scientist - NLP/ML,Benovymed Healthcare,"Machine Learning,Natural language processing,Data Science,Data modeling,Deep Learning,Numpy,Data,Machine",0-5 Yrs,"Noida, Gurgaon/Gurugram, Delhi / NCR"
NLP Data Scientist,Heaps Health Solutions India,"natural language processing,data,control,data analysis,gcp,program,basic,technology solutions",2-3 Yrs,"Hyderabad/Secunderabad, Bangalore/Bengaluru"
Data Scientist,Heaps Health Solutions India,"analysis,sql,python,analytical,control,gcp,data science,git",1-4 Yrs,"Hyderabad/Secunderabad, Bangalore/Bengaluru"
Data Scientist / Sr . Data Scientist,Thompsons Hr Consulting,"computer,data,programming,computer science,deep learning,regression,machine,sr",3-8 Yrs,"Hyderabad/Secunderabad, Bangalore/Bengaluru"
Lead - Data Scientist,Quince Corporate Services,"linux,leadership,python,logistics,computer,unix,customer service,machine learning",8-10 Yrs,"Hyderabad/Secunderabad, Bangalore/Bengaluru"
Data Scientist,Pepsi Foods,"Analytics,Analytical,Development,Data quality,Data,System,Architecture,Machine learning",6-8 Yrs,Hyderabad/Secunderabad
Data Scientist || Hyderabad (Work From Office),Naukri Premium - Employer Services,"python,data scientist,Machine Learning,Office,Data,Machine",5-8 Yrs,Hyderabad/Secunderabad
Data Scientist,Fusion Plus Solutions,"deployment,data collection,big data,deep learning,devops,data,data science,cloud",3-6 Yrs,Hyderabad/Secunderabad
Data Scientists,Pratibha Analytics,"vendor management,access control,customer relationship,data,vendor,helpdesk,asset,access",2-7 Yrs,Hyderabad/Secunderabad
Data Scientist,Acme Services,"Software testing,Python,Query,Machine,Scripting,Data,MATLAB,Science",3-8 Yrs,"Mumbai, Nagpur, Thane, Nasik/Nashik, Pune, Aurangabad"
Data Scientist,Everstream Analytics,"Spark,Languages,Natural language processing,Data Science,Processing,Data,Python,Process",2-6 Yrs,"Pune, Maharashtra"
Senior Data Scientist,Everstream Analytics,"Spark,Natural language processing,Python,Science,Processing,Data Science,Hive,Senior",5-10 Yrs,"Pune, Maharashtra"
Senior Data Scientist (On-Site),Tvarit,"Data Science,Code Development,Numpy,Data analytics,Senior,Github,Science,Pandas",5-7 Yrs,"Pune, Balewadi"
Senior Data Scientist,Tvarit Gmbh,"Senior,Development,German,Data analytics,JIRA,Data Science,Acquisition,Analytics",3-8 Yrs,Pune
Data Scientist,Spidernine,"Python,Data,Machine learning,Programming,Program,Data Visualization,Machine",3-7 Yrs,Pune
Senior Data Scientist - Machine Learning & Predictive Modeling,HyrEzy Talent Solution,"Machine Learning,Algorithms,Data Science,R,Tools,Data,Data Integration Tools,Data Visualization",10-15 Yrs,Pune
Urgent Opening For Data Scientist,Peoplefy Infosolutions,"Natural Language Processing,Process,Sentiment Analysis,Analysis,Data,Languages,Deep Learning,Processing",8-13 Yrs,"Hybrid - Pune, Maharashtra"
Jr. AIML developer,Saisystems Technology,"Computer,Management,Data quality,Vision,Development,Computer vision,Analysis,Revenue",0-2 Yrs,Pune
ML / Data Scientist,Gibots,"pdf,analysis,machine,modeling,analytics,data structures,data,science",0-2 Yrs,Pune
Data Scientist Jr. & Sr.,Thyssenkrupp Materials Services,"Data mining,Consulting,Machine learning,Automation,Business operations,Operations,Aerospace,Data",0-4 Yrs,Pune
Jr. AIML developer,Saisystems Technology,"Revenue,Data analysis,Healthcare,Data quality,Computer,Revenue cycle management,Machine,Data Visualization",0-2 Yrs,Pune
Intern - Data Scientist,Tridiagonal Solutions,"sql,management,machine learning,python,data,troubleshooting,data mining,machine",0-1 Yrs,Pune
Senior Data Scientist,Jardine Lloyd Thompson,"Quantitative,Data mining,Research,Senior,Actuarial,Risk management,Quantitative research,Analytics",8-12 Yrs,Mumbai
Senior Data Scientist,Marsh McLennan Companies,"Actuarial,Python,Data mining,Quantitative,Claims,Senior,Data analysis,Risk",8-12 Yrs,Mumbai
Data Scientist,Sdna Global,"Data Science,python,Natural Language Processing,Data Modeling,Machine Learning,Analytics,Coding,Deep Learning",6-10 Yrs,"Mumbai, Maharashtra, Mumbai Suburban, Maharashtra, Mumbai (All Areas)"
job opening - Data Scientist  - Mumbai,Nile Connect Llp,"data scientist,data engineering,Python,Data Science,Data,Science,Engineering",5-10 Yrs,Remote
Data Scientist,Wcities,"python,data mining,machine learning,artificial intelligence,Analysis,Data analysis,R,Data",3-8 Yrs,Temp. WFH - Mumbai (All Areas)(Mindspace)
Data Scientist / Senior Data Scientist,Holcim,"deep learning,Algorithms,machine learning,Senior,Data,Python,Machine",5-10 Yrs,Remote
Senior Data Scientist,Findability Sciences,"forecasting,developing,data scientist,analysis,Reinforcement,Computer,Bagging,Machine learning",5-10 Yrs,"Mumbai, Aurangabad"
Data Scientist/Analytics Specialist,TransOrg,"Natural Language Processing,Machine Learning,Python,SQL,Statistical modeling,Process,Logistics,Predictive analytics",2-5 Yrs,"Delhi / NCR, Mumbai (All Areas)"
Sr Data Scientist- Simulation,Search Advisers Services Guj,"python,Simulink,Python With Azure Cloud / AWS Cloud,MATLAB,SR,Data modeling,Simulation Software,Data",6-10 Yrs,Bangalore/Bengaluru(Marathahalli)
Data Scientist,AIE Group,"python,data science,data,spark,usage,program,science,programming",5-10 Yrs,Bangalore/Bengaluru
Senior Data Scientist,Keeptruckin,"technology,senior,statistics,management,technology management,analysis,time,processing",5-9 Yrs,Bangalore/Bengaluru
